"filename", "language", "Dart", "comment", "blank", "total"
"g:\Local Disk F\Source Codes\Flutter\docare\lib\main.dart", "Dart", 2, 0, 0, 2
"g:\Local Disk F\Source Codes\Flutter\docare\lib\models\appointments.dart", "Dart", 8, 0, 0, 8
"g:\Local Disk F\Source Codes\Flutter\docare\lib\models\doctor_model.dart", "Dart", 4, 0, -1, 3
"g:\Local Disk F\Source Codes\Flutter\docare\lib\push_notification\push_notidication.dart", "Dart", 45, 9, 8, 62
"g:\Local Disk F\Source Codes\Flutter\docare\lib\push_notification\send_push_notification.dart", "Dart", -13, 32, 0, 19
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\doctor_screens\appointment_screen.dart", "Dart", 301, 126, 13, 440
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\doctor_screens\doctor_information_screen.dart", "Dart", 3, 0, 1, 4
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\doctor_screens\doctor_profile_screen.dart", "Dart", 3, 0, 1, 4
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\user_screens\appointment_screen.dart", "Dart", 2, 3, -1, 4
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\user_screens\doctor_info_screen.dart", "Dart", 4, 2, 4, 10
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\user_screens\home_screen.dart", "Dart", -1, 0, 1, 0
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\user_screens\login_screen.dart", "Dart", 4, 0, 1, 5
"g:\Local Disk F\Source Codes\Flutter\docare\lib\screens\user_screens\otp_verification_screen.dart", "Dart", 1, 0, 0, 1
"g:\Local Disk F\Source Codes\Flutter\docare\lib\state_management\appointment_provider.dart", "Dart", 34, 3, 2, 39
"g:\Local Disk F\Source Codes\Flutter\docare\lib\state_management\auth_provider.dart", "Dart", 2, 0, -1, 1
"Total", "-", 399, 175, 28, 602
